sampleName	originalIndex	Cell.Type..Samples	NeuroElectro.Cell.type	NeuroElectro.notes	MajorType	JustPyra	GabaDeep	PyramidalDeep	CellType	forContanim	Normalize2.0	Normalize	MainName	Description	Region	Anatomical.Region	Age	AgeExact	Method	RNA.isolation.method	RNA.amplification.and.labeling.method	Platform	Reference	Notes
v2_cbw87b	49	S_cb_wt:v2_cbw60,v2_cbw73,v2_cbw87,v2_cbw87b	Cerebellum Purkinje cell		Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	NA	Purkinje	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	45	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Unpublished	NA
GSM465752	50	GSM465752,GSM465753			Glia	NA	Ependymal	Ependymal	Ependymal	Ependymal	Ependymal	Ependymal	Ependymal	CD24+ (ependymal cell)	Ependymal	sub ependymal zone	46-80	56	FACS			GPL1261	Beckervordersandforth et al 2010	NA
GSM465753	50	GSM465752,GSM465753			Glia	NA	Ependymal	Ependymal	Ependymal	Ependymal	Ependymal	Ependymal	Ependymal	CD24+ (ependymal cell)	Ependymal	sub ependymal zone	46-80	56	FACS			GPL1261	Beckervordersandforth et al 2010	NA
GSM281245	51	CHECK SAMPLES!!! MIGHT BE WRONGLY LABELED GSM281245,GSM281246,GSM281249	Dentate gyrus granule cell		Neuron	NA	DentateGranule	DentateGranule	DentateGranule	DentateGranule	GranuleDentate	GranuleDentate	GranuleDentate	dentate gyrus granule cells	Hippocampus	hippocampus	46-80	49	LCM			GPL1261	Perrone-Bizzozero NI et al 2011	NA
GSM281246	51	CHECK SAMPLES!!! MIGHT BE WRONGLY LABELED GSM281245,GSM281246,GSM281249	Dentate gyrus granule cell		Neuron	NA	DentateGranule	DentateGranule	DentateGranule	DentateGranule	GranuleDentate	GranuleDentate	GranuleDentate	dentate gyrus granule cells	Hippocampus	hippocampus	46-80	49	LCM			GPL1261	Perrone-Bizzozero NI et al 2011	NA
GSM281249	51	CHECK SAMPLES!!! MIGHT BE WRONGLY LABELED GSM281245,GSM281246,GSM281249	Dentate gyrus granule cell		Neuron	NA	DentateGranule	DentateGranule	DentateGranule	DentateGranule	GranuleDentate	GranuleDentate	GranuleDentate	dentate gyrus granule cells	Hippocampus	hippocampus	46-80	49	LCM			GPL1261	Perrone-Bizzozero NI et al 2011	NA
GSM1321391	52	GSM1321391,GSM1321398,GSM1321395	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1+ Medium Spiny Neurons	Striatum	Striatum	81-210	210	TRAP			GPL1261	Maze et al 2014	NA
GSM1321398	52	GSM1321391,GSM1321398,GSM1321395	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1+ Medium Spiny Neurons	Striatum	Striatum	81-210	210	TRAP			GPL1261	Maze et al 2014	NA
GSM1321395	52	GSM1321391,GSM1321398,GSM1321395	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1+ Medium Spiny Neurons	Striatum	Striatum	81-210	210	TRAP			GPL1261	Maze et al 2014	NA
GSM1329516	53	GSM1329516,GSM1329517,GSM1329521,GSM1329522,GSM1329523,GSM1329524,GSM1329527,GSM1329528,GSM1329529,GSM1329530	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1a+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1329517	53	GSM1329516,GSM1329517,GSM1329521,GSM1329522,GSM1329523,GSM1329524,GSM1329527,GSM1329528,GSM1329529,GSM1329530	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1a+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1329521	53	GSM1329516,GSM1329517,GSM1329521,GSM1329522,GSM1329523,GSM1329524,GSM1329527,GSM1329528,GSM1329529,GSM1329530	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1a+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1329522	53	GSM1329516,GSM1329517,GSM1329521,GSM1329522,GSM1329523,GSM1329524,GSM1329527,GSM1329528,GSM1329529,GSM1329530	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1a+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1329523	53	GSM1329516,GSM1329517,GSM1329521,GSM1329522,GSM1329523,GSM1329524,GSM1329527,GSM1329528,GSM1329529,GSM1329530	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1a+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1329524	53	GSM1329516,GSM1329517,GSM1329521,GSM1329522,GSM1329523,GSM1329524,GSM1329527,GSM1329528,GSM1329529,GSM1329530	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1a+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1329527	53	GSM1329516,GSM1329517,GSM1329521,GSM1329522,GSM1329523,GSM1329524,GSM1329527,GSM1329528,GSM1329529,GSM1329530	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1a+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1329528	53	GSM1329516,GSM1329517,GSM1329521,GSM1329522,GSM1329523,GSM1329524,GSM1329527,GSM1329528,GSM1329529,GSM1329530	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1a+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1329529	53	GSM1329516,GSM1329517,GSM1329521,GSM1329522,GSM1329523,GSM1329524,GSM1329527,GSM1329528,GSM1329529,GSM1329530	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1a+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1329530	53	GSM1329516,GSM1329517,GSM1329521,GSM1329522,GSM1329523,GSM1329524,GSM1329527,GSM1329528,GSM1329529,GSM1329530	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1a+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1185170	54	GSM1185170,GSM1185171,GSM1185172,GSM1185173,GSM1185174,GSM1185175,GSM1185176	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1a+ Medium Spiny Neurons	Striatum	Striatum	81-210	180	TRAP			GPL1261	Tan et al 2013	NA
GSM1185171	54	GSM1185170,GSM1185171,GSM1185172,GSM1185173,GSM1185174,GSM1185175,GSM1185176	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1a+ Medium Spiny Neurons	Striatum	Striatum	81-210	180	TRAP			GPL1261	Tan et al 2013	NA
GSM1185172	54	GSM1185170,GSM1185171,GSM1185172,GSM1185173,GSM1185174,GSM1185175,GSM1185176	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1a+ Medium Spiny Neurons	Striatum	Striatum	81-210	180	TRAP			GPL1261	Tan et al 2013	NA
GSM1185173	54	GSM1185170,GSM1185171,GSM1185172,GSM1185173,GSM1185174,GSM1185175,GSM1185176	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1a+ Medium Spiny Neurons	Striatum	Striatum	81-210	180	TRAP			GPL1261	Tan et al 2013	NA
GSM1185174	54	GSM1185170,GSM1185171,GSM1185172,GSM1185173,GSM1185174,GSM1185175,GSM1185176	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1a+ Medium Spiny Neurons	Striatum	Striatum	81-210	180	TRAP			GPL1261	Tan et al 2013	NA
GSM1185175	54	GSM1185170,GSM1185171,GSM1185172,GSM1185173,GSM1185174,GSM1185175,GSM1185176	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1a+ Medium Spiny Neurons	Striatum	Striatum	81-210	180	TRAP			GPL1261	Tan et al 2013	NA
GSM1185176	54	GSM1185170,GSM1185171,GSM1185172,GSM1185173,GSM1185174,GSM1185175,GSM1185176	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd1	SpinyDrd1	SpinyDrd1	Drd1a+ Medium Spiny Neurons	Striatum	Striatum	81-210	180	TRAP			GPL1261	Tan et al 2013	NA
GSM1329477	55	GSM1329477,GSM1329478,GSM1329479,GSM1329485,GSM1329486,GSM1329488,GSM1329489,GSM1329490,GSM1329491,GSM1329492	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd2	SpinyDrd2	SpinyDrd2	Drd2+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1329478	55	GSM1329477,GSM1329478,GSM1329479,GSM1329485,GSM1329486,GSM1329488,GSM1329489,GSM1329490,GSM1329491,GSM1329492	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd2	SpinyDrd2	SpinyDrd2	Drd2+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1329479	55	GSM1329477,GSM1329478,GSM1329479,GSM1329485,GSM1329486,GSM1329488,GSM1329489,GSM1329490,GSM1329491,GSM1329492	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd2	SpinyDrd2	SpinyDrd2	Drd2+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1329485	55	GSM1329477,GSM1329478,GSM1329479,GSM1329485,GSM1329486,GSM1329488,GSM1329489,GSM1329490,GSM1329491,GSM1329492	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd2	SpinyDrd2	SpinyDrd2	Drd2+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1329486	55	GSM1329477,GSM1329478,GSM1329479,GSM1329485,GSM1329486,GSM1329488,GSM1329489,GSM1329490,GSM1329491,GSM1329492	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd2	SpinyDrd2	SpinyDrd2	Drd2+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1329488	55	GSM1329477,GSM1329478,GSM1329479,GSM1329485,GSM1329486,GSM1329488,GSM1329489,GSM1329490,GSM1329491,GSM1329492	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd2	SpinyDrd2	SpinyDrd2	Drd2+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1329489	55	GSM1329477,GSM1329478,GSM1329479,GSM1329485,GSM1329486,GSM1329488,GSM1329489,GSM1329490,GSM1329491,GSM1329492	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd2	SpinyDrd2	SpinyDrd2	Drd2+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1329490	55	GSM1329477,GSM1329478,GSM1329479,GSM1329485,GSM1329486,GSM1329488,GSM1329489,GSM1329490,GSM1329491,GSM1329492	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd2	SpinyDrd2	SpinyDrd2	Drd2+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1329491	55	GSM1329477,GSM1329478,GSM1329479,GSM1329485,GSM1329486,GSM1329488,GSM1329489,GSM1329490,GSM1329491,GSM1329492	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd2	SpinyDrd2	SpinyDrd2	Drd2+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1329492	55	GSM1329477,GSM1329478,GSM1329479,GSM1329485,GSM1329486,GSM1329488,GSM1329489,GSM1329490,GSM1329491,GSM1329492	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd2	SpinyDrd2	SpinyDrd2	Drd2+ Medium Spiny Neurons	Striatum	Striatum	46-80	80	TRAP			GPL1261	Heiman et al 2008	NA
GSM1321400	56	GSM1321400,GSM1321402,GSM1321405	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd2	SpinyDrd2	SpinyDrd2	Drd2+ Medium Spiny Neurons	Striatum	Striatum	81-210	105	TRAP			GPL1261	Maze et al 2014	NA
GSM1321402	56	GSM1321400,GSM1321402,GSM1321405	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd2	SpinyDrd2	SpinyDrd2	Drd2+ Medium Spiny Neurons	Striatum	Striatum	81-210	105	TRAP			GPL1261	Maze et al 2014	NA
GSM1321405	56	GSM1321400,GSM1321402,GSM1321405	Neostriatum medium spiny neuron		Neuron	NA	Spiny	Spiny	Spiny	Spiny	SpinyDrd2	SpinyDrd2	SpinyDrd2	Drd2+ Medium Spiny Neurons	Striatum	Striatum	81-210	105	TRAP			GPL1261	Maze et al 2014	NA
GSM874480	57	GSM874480,GSM874481,GSM874482	Neocortex pyramidal cell layer 5-6		Neuron	Pyramidal_Glt_25d2	Pyramidal	Pyramidal_Glt_25d2	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal_Glt_25d2	Glt25d2 positive pyramidal cells	Cortex	L5b corticopontine	46-80	60	TRAP			GPL1261	Schmidt et al 2012	They look terrible but we kept them
GSM874481	57	GSM874480,GSM874481,GSM874482	Neocortex pyramidal cell layer 5-6		Neuron	Pyramidal_Glt_25d2	Pyramidal	Pyramidal_Glt_25d2	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal_Glt_25d2	Glt25d2 positive pyramidal cells	Cortex	L5b corticopontine	46-80	60	TRAP			GPL1261	Schmidt et al 2012	They look terrible but we kept them
GSM874482	57	GSM874480,GSM874481,GSM874482	Neocortex pyramidal cell layer 5-6		Neuron	Pyramidal_Glt_25d2	Pyramidal	Pyramidal_Glt_25d2	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal_Glt_25d2	Glt25d2 positive pyramidal cells	Cortex	L5b corticopontine	46-80	60	TRAP			GPL1261	Schmidt et al 2012	They look terrible but we kept them
GSM465760	58	GSM465760,GSM465761			Neuron	NA	NA	NA	NA	Stem	Stem	Stem	Pyramidal_S100a10	hGFAP and Prominin 1+ (neural stem)	Ependymal	sub ependymal zone	46-80	56	FACS			GPL1261	Beckervordersandforth et al 2010	NA
GSM465761	58	GSM465760,GSM465761			Neuron	NA	NA	NA	NA	Stem	Stem	Stem	Pyramidal_S100a10	hGFAP and Prominin 1+ (neural stem)	Ependymal	sub ependymal zone	46-80	56	FACS			GPL1261	Beckervordersandforth et al 2010	NA
GSM465748	59	GSM465748,GSM465749,GSM465750,GSM465751			Glia	NA	NA	NA	NA	NA	Astrocyte	Astrocyte	NA	hGFAP cells (astrocytes)	Thalamus,Cerebrum	diencephalon	46-80	56	FACS			GPL1261	Beckervordersandforth et al 2010	NA
GSM465749	59	GSM465748,GSM465749,GSM465750,GSM465751			Glia	NA	NA	NA	NA	NA	Astrocyte	Astrocyte	NA	hGFAP cells (astrocytes)	Thalamus,Cerebrum	diencephalon	46-80	56	FACS			GPL1261	Beckervordersandforth et al 2010	NA
GSM465750	59	GSM465748,GSM465749,GSM465750,GSM465751			Glia	NA	NA	NA	NA	NA	Astrocyte	Astrocyte	NA	hGFAP cells (astrocytes)	Thalamus,Cerebrum	diencephalon	46-80	56	FACS			GPL1261	Beckervordersandforth et al 2010	NA
GSM465751	59	GSM465748,GSM465749,GSM465750,GSM465751			Glia	NA	NA	NA	NA	NA	Astrocyte	Astrocyte	NA	hGFAP cells (astrocytes)	Thalamus,Cerebrum	diencephalon	46-80	56	FACS			GPL1261	Beckervordersandforth et al 2010	NA
GSM465754	60	GSM465754,GSM465755			Neuron	NA	NA	NA	NA	Stem	Stem	Stem	Stem	hGFAP only (neural stem)	Ependymal	sub ependymal zone	46-80	56	FACS			GPL1261	Beckervordersandforth et al 2010	NA
GSM465755	60	GSM465754,GSM465755			Neuron	NA	NA	NA	NA	Stem	Stem	Stem	Stem	hGFAP only (neural stem)	Ependymal	sub ependymal zone	46-80	56	FACS			GPL1261	Beckervordersandforth et al 2010	NA
GSM947326	61	GSM947326,GSM947327,GSM947328,GSM947329	Lateral hypothalamus hypocretinergic cell	mapping is off	Neuron	NA	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	hypocretinergic neurons	Thalamus	thalamus and hypothalamus (basically lateral hypothalamus)	46-80	63	TRAP			GPL1261	Dalal et al 2013	NA
GSM947327	61	GSM947326,GSM947327,GSM947328,GSM947329	Lateral hypothalamus hypocretinergic cell	mapping is off	Neuron	NA	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	hypocretinergic neurons	Thalamus	thalamus and hypothalamus (basically lateral hypothalamus)	46-80	63	TRAP			GPL1261	Dalal et al 2013	NA
GSM947328	61	GSM947326,GSM947327,GSM947328,GSM947329	Lateral hypothalamus hypocretinergic cell	mapping is off	Neuron	NA	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	hypocretinergic neurons	Thalamus	thalamus and hypothalamus (basically lateral hypothalamus)	46-80	63	TRAP			GPL1261	Dalal et al 2013	NA
GSM947329	61	GSM947326,GSM947327,GSM947328,GSM947329	Lateral hypothalamus hypocretinergic cell	mapping is off	Neuron	NA	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	hypocretinergic neurons	Thalamus	thalamus and hypothalamus (basically lateral hypothalamus)	46-80	63	TRAP			GPL1261	Dalal et al 2013	NA
GSM742912	62	GSM742912,GSM742913,GSM742914			Glia	NA	Oligo	Oligo	Oligo	Oligo	Olig2_positive	Olig2_positive	Olig2_positive	Olig2 positive cells	Cortex,Cerebrum	cortex	81-210	90	TRAP			GPL1261	Fomchenko et al 2011	NA
GSM742913	62	GSM742912,GSM742913,GSM742914			Glia	NA	Oligo	Oligo	Oligo	Oligo	Olig2_positive	Olig2_positive	Olig2_positive	Olig2 positive cells	Cortex,Cerebrum	cortex	81-210	90	TRAP			GPL1261	Fomchenko et al 2011	NA
GSM742914	62	GSM742912,GSM742913,GSM742914			Glia	NA	Oligo	Oligo	Oligo	Oligo	Olig2_positive	Olig2_positive	Olig2_positive	Olig2 positive cells	Cortex,Cerebrum	cortex	81-210	90	TRAP			GPL1261	Fomchenko et al 2011	NA
GSM1176624	63	Awake GSM1176624,GSM1176625,GSM1176626,GSM1176627,GSM1176628,GSM1176629			Glia	NA	Oligo	Oligo	Oligo	Oligo	OligMix	OligMix	OligMix	Oligodendrocytes	Cerebellum	Cerebellum	46-80	66	TRAP			GPL1261	Bellesi et al 2013	NA
GSM1176625	63	Awake GSM1176624,GSM1176625,GSM1176626,GSM1176627,GSM1176628,GSM1176629			Glia	NA	Oligo	Oligo	Oligo	Oligo	OligMix	OligMix	OligMix	Oligodendrocytes	Cerebellum	Cerebellum	46-80	66	TRAP			GPL1261	Bellesi et al 2013	NA
GSM1176626	63	Awake GSM1176624,GSM1176625,GSM1176626,GSM1176627,GSM1176628,GSM1176629			Glia	NA	Oligo	Oligo	Oligo	Oligo	OligMix	OligMix	OligMix	Oligodendrocytes	Cerebellum	Cerebellum	46-80	66	TRAP			GPL1261	Bellesi et al 2013	NA
GSM1176627	63	Awake GSM1176624,GSM1176625,GSM1176626,GSM1176627,GSM1176628,GSM1176629			Glia	NA	Oligo	Oligo	Oligo	Oligo	OligMix	OligMix	OligMix	Oligodendrocytes	Cerebellum	Cerebellum	46-80	66	TRAP			GPL1261	Bellesi et al 2013	NA
GSM1176628	63	Awake GSM1176624,GSM1176625,GSM1176626,GSM1176627,GSM1176628,GSM1176629			Glia	NA	Oligo	Oligo	Oligo	Oligo	OligMix	OligMix	OligMix	Oligodendrocytes	Cerebellum	Cerebellum	46-80	66	TRAP			GPL1261	Bellesi et al 2013	NA
GSM1176629	63	Awake GSM1176624,GSM1176625,GSM1176626,GSM1176627,GSM1176628,GSM1176629			Glia	NA	Oligo	Oligo	Oligo	Oligo	OligMix	OligMix	OligMix	Oligodendrocytes	Cerebellum	Cerebellum	46-80	66	TRAP			GPL1261	Bellesi et al 2013	NA
GSM465756	64	GSM465756,GSM465757,GSM465758,GSM465759			Neuron	NA	NA	NA	NA	Stem	Stem	Stem	Stem	Prominin 1+ only (neural stem cells)	Ependymal	sub ependymal zone	46-80	56	FACS			GPL1261	Beckervordersandforth et al 2010	NA
GSM465757	64	GSM465756,GSM465757,GSM465758,GSM465759			Neuron	NA	NA	NA	NA	Stem	Stem	Stem	Stem	Prominin 1+ only (neural stem cells)	Ependymal	sub ependymal zone	46-80	56	FACS			GPL1261	Beckervordersandforth et al 2010	NA
GSM465758	64	GSM465756,GSM465757,GSM465758,GSM465759			Neuron	NA	NA	NA	NA	Stem	Stem	Stem	Stem	Prominin 1+ only (neural stem cells)	Ependymal	sub ependymal zone	46-80	56	FACS			GPL1261	Beckervordersandforth et al 2010	NA
GSM465759	64	GSM465756,GSM465757,GSM465758,GSM465759			Neuron	NA	NA	NA	NA	Stem	Stem	Stem	Stem	Prominin 1+ only (neural stem cells)	Ependymal	sub ependymal zone	46-80	56	FACS			GPL1261	Beckervordersandforth et al 2010	NA
GSM909419	65	GSM909419,GSM909420,GSM909421	Cerebellum Purkinje cell		Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	14	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	NA
GSM909420	65	GSM909419,GSM909420,GSM909421	Cerebellum Purkinje cell		Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	14	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	NA
GSM909421	65	GSM909419,GSM909420,GSM909421	Cerebellum Purkinje cell		Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	14	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	NA
GSM909422	66	GSM909422,GSM909423,GSM909424,GSM909425	Cerebellum Purkinje cell		Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	21	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	NA
GSM909423	66	GSM909422,GSM909423,GSM909424,GSM909425	Cerebellum Purkinje cell		Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	21	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	NA
GSM909424	66	GSM909422,GSM909423,GSM909424,GSM909425	Cerebellum Purkinje cell		Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	21	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	NA
GSM909425	66	GSM909422,GSM909423,GSM909424,GSM909425	Cerebellum Purkinje cell		Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	21	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	NA
GSM909426	67	GSM909426,GSM909427,GSM909428,GSM909429	Cerebellum Purkinje cell		Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	28	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	NA
GSM909427	67	GSM909426,GSM909427,GSM909428,GSM909429	Cerebellum Purkinje cell		Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	28	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	NA
GSM909428	67	GSM909426,GSM909427,GSM909428,GSM909429	Cerebellum Purkinje cell		Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	28	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	NA
GSM909429	67	GSM909426,GSM909427,GSM909428,GSM909429	Cerebellum Purkinje cell		Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	28	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	NA
GSM909430	68	GSM909430,GSM909431,GSM909432,GSM909433	Cerebellum Purkinje cell		Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	35	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	NA
